String Index	日本語修正	日英対訳	Text	Name
KashyaGossip1	48\n子供の頃、アカラがよく話してくれた\nわ。アマゾンの戦士は勇気があって、\nスピアと弓矢が得意だって。私たちロ\nーグ族とあんた達は、似てるわね。\n	48\n子供の頃、アカラがよく話してくれた\nわ。アマゾンの戦士は勇気があって、\nスピアと弓矢が得意だって。私たちロ\nーグ族とあんた達は、似てるわね。\n	48\n子供の頃、アカラがよく話してくれた\nわ。アマゾンの戦士は勇気があって、\nスピアと弓矢が得意だって。私たちロ\nーグ族とあんた達は、似てるわね。\n	60\nWhen I was very young, Akara told me \ntales of the Amazons' fearlessness in \nbattle and of their skills with spears \nand bows. I like to think we Rogues \nhave much in common with you \nAmazons.\n
KashyaGossip2	53\nデッカード・ケインって男の噂は、部\n下から聞いてるわ。すごい知恵がある\nんだってね。でも戦い方も知らないよ\nうな奴が、そう利口とも思えないけど。\n\n	53\nデッカード・ケインって男の噂は、部\n下から聞いてるわ。すごい知恵がある\nんだってね。でも戦い方も知らないよ\nうな奴が、そう利口とも思えないけど。\n\n	53\nデッカード・ケインって男の噂は、部\n下から聞いてるわ。すごい知恵がある\nんだってね。でも戦い方も知らないよ\nうな奴が、そう利口とも思えないけど。\n\n	64\nSome of my Rogues told me of Deckard \nCain. They said that he is a man of \ngreat wisdom. Personally, I don't know \nhow wise he could possibly be if he \nnever learned how to wage battle \nhimself.\n
KashyaGossip3	48\nアカラはずっと私の母親代わりよ。賢\nくていい人なんだけど、修道院を武力\nで取り戻すような強さはないかもね。\n	48\nアカラはずっと私の母親代わりよ。賢\nくていい人なんだけど、修道院を武力\nで取り戻すような強さはないかもね。\n	48\nアカラはずっと私の母親代わりよ。賢\nくていい人なんだけど、修道院を武力\nで取り戻すような強さはないかもね。\n	57\nAkara has been like a mother to me for \nas long as I can remember. She is wise \nand good, but I don't think she has the \nsteel to retake our Monastery by force.\n
KashyaGossip4	89\nよそ者は好きじゃないけど、ワリヴは\nまだ信用できそうだね。\n	89\nよそ者は好きじゃないけど、ワリヴは\nまだ信用できそうだね。\n	89\nよそ者は好きじゃないけど、ワリヴは\nまだ信用できそうだね。\n	89\nI don't trust many outlanders, but \nWarriv seems fine. He never says much \nto me, though.\n
KashyaGossip5	59\nチャルシは鍛治屋で、武器や防具を扱\nうんだ。かなりの腕だよ。\n \nただし、今はロクな道具がないから間\nに合わせの仕事しかできないけど。\n	59\nチャルシは鍛治屋で、武器や防具を扱\nうんだ。かなりの腕だよ。\n \nただし、今はロクな道具がないから間\nに合わせの仕事しかできないけど。\n	59\nチャルシは鍛治屋で、武器や防具を扱\nうんだ。かなりの腕だよ。\n \nただし、今はロクな道具がないから間\nに合わせの仕事しかできないけど。\n	66\nBefore our exile, Charsi, our blacksmith, \ncould fashion any implement of war.\n \nHere in the camp, she merely makes do. \nHer best tools remain within the \nMonastery.\n
KashyaGossip6	40\nギードはブタだね。何度も放り出して\nやろうと思ったけど、チャルシと気が\n合うみたいだからガマンしてるんだ。\n	40\nギードはブタだね。何度も放り出して\nやろうと思ったけど、チャルシと気が\n合うみたいだからガマンしてるんだ。\n	40\nギードはブタだね。何度も放り出して\nやろうと思ったけど、チャルシと気が\n合うみたいだからガマンしてるんだ。\n	58\nGheed is a pig. I've been tempted to \nthrow him out of the camp many times, \nbut Charsi seems to think that he's \ngood company. I don't trust the man, \nbut if she's comforted by him, then I'll \ndesist.\n
KashyaGossip7	64\nアンダリエルが教団のシスターを寝返\nらせた方法さえわかれば、みんなを正\n気に戻す事もできるかもしれない。\n	64\nアンダリエルが教団のシスターを寝返\nらせた方法さえわかれば、みんなを正\n気に戻す事もできるかもしれない。\n	64\nアンダリエルが教団のシスターを寝返\nらせた方法さえわかれば、みんなを正\n気に戻す事もできるかもしれない。\n	76\nIf we could only find out how Andariel \nhas managed to corrupt our Sisters, \nthen, perhaps, we could drive out the \nevil clouding their minds.\n
KashyaGossip8	64\n今、教義を守る者は、商人や家畜に囲\nまれて仮住まいさ。\n \n難民キャンプへようこそ。\n	64\n今、教義を守る者は、商人や家畜に囲\nまれて仮住まいさ。\n \n難民キャンプへようこそ。\n	64\n今、教義を守る者は、商人や家畜に囲\nまれて仮住まいさ。\n \n難民キャンプへようこそ。\n	68\nIn this camp, those of us who have \nremained true to our Order are forced \nto live among common traders and \nfarm animals.\n \nWelcome to our circle of suffering.\n
KashyaGossip9	67\nトリストラムの街は自業自得かもよ。\n魔神を地上に放したそうじゃないの。\n	67\nトリストラムの街は自業自得かもよ。\n魔神を地上に放したそうじゃないの。\n	67\nトリストラムの街は自業自得かもよ。\n魔神を地上に放したそうじゃないの。\n	67\nPerhaps Tristram deserved its fate... \nfor letting Evil loose upon the land. I \nonly hope we don't suffer the same.\n
KashyaGossip10	62\n夜には時々、火を囲んで昔話をするん\nだ...修道院を占領された時のことを忘\nれたくてね。\n	62\n夜には時々、火を囲んで昔話をするん\nだ...修道院を占領された時のことを忘\nれたくてね。\n	62\n夜には時々、火を囲んで昔話をするん\nだ...修道院を占領された時のことを忘\nれたくてね。\n	71\nSome evenings we gather at the bonfire \nto retell epic tales... and try to forget \nabout the terrible events that led to \nlosing the Monastery.\n
CharsiIntroGossip1	40\nこんちは、あたしチャルシ。ここの鍛\n治屋よ。冒険者の人に会えて嬉しいわ。\n\n \nトリストラムがディアブロに襲われた\n時は、教団の戦士がたくさん援軍に出\nて、強力なアイテムをいっぱい持って\n帰ったわ。でもすぐに反撃されて、し\nかもその人達の大部分がアンダリエル\nに寝返っちゃったんだけど。\n	40\nこんちは、あたしチャルシ。ここの鍛\n治屋よ。冒険者の人に会えて嬉しいわ。\n\n \nトリストラムがディアブロに襲われた\n時は、教団の戦士がたくさん援軍に出\nて、強力なアイテムをいっぱい持って\n帰ったわ。でもすぐに反撃されて、し\nかもその人達の大部分がアンダリエル\nに寝返っちゃったんだけど。\n	40\nこんちは、あたしチャルシ。ここの鍛\n治屋よ。冒険者の人に会えて嬉しいわ。\n\n \nトリストラムがディアブロに襲われた\n時は、教団の戦士がたくさん援軍に出\nて、強力なアイテムをいっぱい持って\n帰ったわ。でもすぐに反撃されて、し\nかもその人達の大部分がアンダリエル\nに寝返っちゃったんだけど。\n	47\nHi there. I'm Charsi, the blacksmith here \nin camp. It's good to see some strong \nadventurers around here.\n \nMany of our Sisters fought bravely \nagainst Diablo when he first attacked \nthe town of Tristram. They came back \nto us true veterans, bearing some \nreally powerful items. Seems like their \nvictory was short-lived, though... Most \nof them are now corrupted by Andariel.\n
CharsiIntroBarGossip1	50\nわあ、あんたバーバリアン？　ステキ\nだわ。冒険の旅ができるなんて、うら\nやましい。私も行けたらなあ。\n \nそうそう、あたしはチャルシ。ここの\n鍛治屋よ。\n	50\nわあ、あんたバーバリアン？　ステキ\nだわ。冒険の旅ができるなんて、うら\nやましい。私も行けたらなあ。\n \nそうそう、あたしはチャルシ。ここの\n鍛治屋よ。\n	50\nわあ、あんたバーバリアン？　ステキ\nだわ。冒険の旅ができるなんて、うら\nやましい。私も行けたらなあ。\n \nそうそう、あたしはチャルシ。ここの\n鍛治屋よ。\n	54\nWow. You're a Barbarian, huh? It's \nreally great to meet you. I've seen a \nfew of your kind around here lately. I'm \na little jealous... I wish I could go off \nadventuring with you.\n \nOh, by the way... I'm Charsi, the \nblacksmith here in camp.\n
